"","Bird","SubTraj","vessel_class","DateTime","Latitude","Longitude","fishing"
"1","63F red",270,"trawlers",2017-12-23 13:10:10,-54.094965,-62.95117333,1
"4","63F red",270,"trawlers",2017-12-23 13:13:10,-54.0975737523591,-62.9496872732887,1
"6","63F red",270,"trawlers",2017-12-23 13:16:10,-54.0995274579473,-62.945663297306,1
"7","63F red",270,"trawlers",2017-12-23 13:19:10,-54.1004630993081,-62.9404706942087,1
"8","63F red",270,"trawlers",2017-12-23 13:22:10,-54.1010265875666,-62.9354725599435,1
"8.1","63F red",270,"trawlers",2017-12-23 13:25:10,-54.1015037700664,-62.9308846637788,1
"9","63F red",270,"trawlers",2017-12-23 13:28:10,-54.1019929881737,-62.9259614602081,1
"10","63F red",270,"trawlers",2017-12-23 13:31:10,-54.1023486862546,-62.9209163647528,1
"10.1","63F red",270,"trawlers",2017-12-23 13:34:10,-54.1025308001343,-62.9160193664173,1
"10.2","63F red",270,"trawlers",2017-12-23 13:37:10,-54.1027127147511,-62.911122325196,1
"12","63F red",270,"trawlers",2017-12-23 13:40:10,-54.1029066709411,-62.9060980285391,1
"15","63F red",270,"trawlers",2017-12-23 13:43:10,-54.102990662204,-62.9010095760816,1
"17","63F red",270,"trawlers",2017-12-23 13:46:10,-54.1031771142287,-62.8958803341052,1
"20","63F red",270,"trawlers",2017-12-23 13:49:10,-54.1033860263116,-62.8906362230321,1
"23","63F red",270,"trawlers",2017-12-23 13:52:10,-54.1035641634795,-62.8854625200085,1
"25","63F red",270,"trawlers",2017-12-23 13:55:10,-54.103898867385,-62.8805203631376,1
"25.1","63F red",270,"trawlers",2017-12-23 13:58:10,-54.1042721059877,-62.8755825119759,1
"25.2","63F red",270,"trawlers",2017-12-23 14:01:10,-54.1046451419735,-62.8706445721569,1
"29","75F red",352,"trawlers",2017-12-26 03:51:04,-53.83205333,-64.22709333,1
"31","75F red",352,"trawlers",2017-12-26 03:54:04,-53.8267797880643,-64.2346799407828,1
"33","75F red",352,"trawlers",2017-12-26 03:57:04,-53.8263499959629,-64.2287351440473,1
"34","75F red",352,"trawlers",2017-12-26 04:00:04,-53.8268555796688,-64.2223614038697,1
"34.1","75F red",352,"trawlers",2017-12-26 04:03:04,-53.8274077356125,-64.2159408139424,1
"36","75F red",352,"trawlers",2017-12-26 04:06:04,-53.8284278534646,-64.2094478292,1
"38","75F red",352,"trawlers",2017-12-26 04:09:04,-53.8301750123047,-64.2044894143626,1
"40","75F red",352,"trawlers",2017-12-26 04:12:04,-53.8321005890564,-64.1999297988423,1
"43","75F red",352,"trawlers",2017-12-26 04:15:04,-53.8338170867139,-64.1957984517368,1
"44","75F red",352,"trawlers",2017-12-26 04:18:04,-53.8356804963235,-64.1913642625859,1
"45","75F red",352,"trawlers",2017-12-26 04:21:04,-53.8375483132444,-64.1869138675307,1
"47","75F red",352,"trawlers",2017-12-26 04:24:04,-53.8392753007025,-64.1825462397755,1
"50","75F red",352,"trawlers",2017-12-26 04:27:04,-53.8411080454066,-64.1782384666272,1
"51","75F red",352,"trawlers",2017-12-26 04:30:04,-53.8430249397474,-64.1742690880856,1
"53","75F red",352,"trawlers",2017-12-26 04:33:04,-53.845126625113,-64.1699094052928,1
"56","75F red",352,"trawlers",2017-12-26 04:36:04,-53.8471652004267,-64.1657795005476,1
"58","75F red",352,"trawlers",2017-12-26 04:39:04,-53.8491764020552,-64.161544158286,1
"59","75F red",352,"trawlers",2017-12-26 04:42:04,-53.8515234620836,-64.1571709897758,1
"60","75F red",352,"trawlers",2017-12-26 04:45:04,-53.8538799161409,-64.1528143015561,1
"64","75F red",352,"trawlers",2017-12-26 04:48:04,-53.856493744416,-64.1497548568393,1
"67","75F red",352,"trawlers",2017-12-26 04:51:04,-53.8596183608022,-64.1474032811475,1
"70","75F red",352,"trawlers",2017-12-26 04:54:04,-53.862949865731,-64.1458736242573,1
"70.1","75F red",352,"trawlers",2017-12-26 04:57:04,-53.8648936547543,-64.1437866169505,1
"70.2","75F red",352,"trawlers",2017-12-26 05:00:04,-53.8668374068515,-64.1416994161499,1
"70.3","75F red",352,"trawlers",2017-12-26 05:03:04,-53.8687811220166,-64.1396120218275,1
"70.4","75F red",352,"trawlers",2017-12-26 05:06:04,-53.8707248002438,-64.1375244339552,1
"70.5","75F red",352,"trawlers",2017-12-26 05:09:04,-53.8726684415272,-64.1354366525049,1
"70.6","75F red",352,"trawlers",2017-12-26 05:12:04,-53.8746120458609,-64.1333486774485,1
"70.7","75F red",352,"trawlers",2017-12-26 05:15:04,-53.8765556132389,-64.1312605087578,1
"70.8","75F red",352,"trawlers",2017-12-26 05:18:04,-53.8784991436555,-64.1291721464049,1
"70.9","75F red",352,"trawlers",2017-12-26 05:21:04,-53.8804426371045,-64.1270835903615,1
"70.10","75F red",352,"trawlers",2017-12-26 05:24:04,-53.8823860935802,-64.1249948405995,1
"70.11","75F red",352,"trawlers",2017-12-26 05:27:04,-53.8843295130767,-64.1229058970908,1
"70.12","75F red",352,"trawlers",2017-12-26 05:30:04,-53.886272895588,-64.1208167598073,1
"70.13","75F red",352,"trawlers",2017-12-26 05:33:04,-53.8882162411083,-64.1187274287209,1
"70.14","75F red",352,"trawlers",2017-12-26 05:36:04,-53.8901595496316,-64.1166379038033,1
"70.15","75F red",352,"trawlers",2017-12-26 05:39:04,-53.892102821152,-64.1145481850265,1
"70.16","75F red",352,"trawlers",2017-12-26 05:42:04,-53.8940460556636,-64.1124582723623,1
"70.17","75F red",352,"trawlers",2017-12-26 05:45:04,-53.8959892531605,-64.1103681657826,1
"70.18","75F red",352,"trawlers",2017-12-26 05:48:04,-53.8979324136367,-64.1082778652592,1
"70.19","75F red",352,"trawlers",2017-12-26 05:51:04,-53.8998755370865,-64.106187370764,1
"70.20","75F red",352,"trawlers",2017-12-26 05:54:04,-53.9018186235037,-64.1040966822687,1
"70.21","75F red",352,"trawlers",2017-12-26 05:57:04,-53.9037616728826,-64.1020057997452,1
"70.22","75F red",352,"trawlers",2017-12-26 06:00:04,-53.9057046852172,-64.0999147231654,1
"70.23","75F red",352,"trawlers",2017-12-26 06:03:04,-53.9076476605016,-64.097823452501,1
"70.24","75F red",352,"trawlers",2017-12-26 06:06:04,-53.9095905987299,-64.0957319877239,1
"70.25","75F red",352,"trawlers",2017-12-26 06:09:04,-53.9115334998961,-64.0936403288058,1
"70.26","75F red",352,"trawlers",2017-12-26 06:12:04,-53.9134763639943,-64.0915484757187,1
"70.27","75F red",352,"trawlers",2017-12-26 06:15:04,-53.9154191910186,-64.0894564284343,1
"70.28","75F red",352,"trawlers",2017-12-26 06:18:04,-53.9173619809631,-64.0873641869244,1
"71","75F red",352,"trawlers",2017-12-26 06:21:04,-53.9180700948476,-64.086330452562,1
"73","75F red",352,"trawlers",2017-12-26 06:24:04,-53.9151224797755,-64.0886990131337,1
"75","75F red",352,"trawlers",2017-12-26 06:27:04,-53.9121441109678,-64.0911182701672,1
"76","75F red",352,"trawlers",2017-12-26 06:30:04,-53.9092068040344,-64.0931686038924,1
"76.1","75F red",352,"trawlers",2017-12-26 06:33:04,-53.9062763298287,-64.0951217521104,1
"76.2","75F red",352,"trawlers",2017-12-26 06:36:04,-53.9033458224195,-64.0970746269377,1
"76.3","75F red",352,"trawlers",2017-12-26 06:39:04,-53.9004152818148,-64.0990272284388,1
"76.4","75F red",352,"trawlers",2017-12-26 06:42:04,-53.8974847080223,-64.1009795566786,1
"76.5","75F red",352,"trawlers",2017-12-26 06:45:04,-53.8945541010496,-64.1029316117214,1
"76.6","75F red",352,"trawlers",2017-12-26 06:48:04,-53.8916234609046,-64.1048833936319,1
"76.7","75F red",352,"trawlers",2017-12-26 06:51:04,-53.888692787595,-64.1068349024747,1
"78","75F red",352,"trawlers",2017-12-26 06:54:04,-53.8856587379871,-64.1084651332803,1
"78.1","75F red",352,"trawlers",2017-12-26 06:57:04,-53.8826273559111,-64.1099553129691,1
"78.2","75F red",352,"trawlers",2017-12-26 07:00:04,-53.8795959537995,-64.111445277077,1
"78.3","75F red",352,"trawlers",2017-12-26 07:03:04,-53.8765645316569,-64.1129350256579,1
"79","75F red",352,"trawlers",2017-12-26 07:06:04,-53.8734072768511,-64.1144772001451,1
"79.1","75F red",352,"trawlers",2017-12-26 07:09:04,-53.8700057823331,-64.1161212186821,1
"81","75F red",352,"trawlers",2017-12-26 07:12:04,-53.8667607693349,-64.1175141406371,1
"83","75F red",352,"trawlers",2017-12-26 07:15:04,-53.8641380318491,-64.1184944101315,1
"83.1","75F red",352,"trawlers",2017-12-26 07:18:04,-53.8635027211767,-64.1184442570697,1
"83.2","75F red",352,"trawlers",2017-12-26 07:21:04,-53.8628674104157,-64.1183941055275,1
"83.3","75F red",352,"trawlers",2017-12-26 07:24:04,-53.862232099566,-64.1183439555048,1
"83.4","75F red",352,"trawlers",2017-12-26 07:27:04,-53.8615967886277,-64.1182938070016,1
"83.5","75F red",352,"trawlers",2017-12-26 07:30:04,-53.8609614776008,-64.1182436600177,1
"83.6","75F red",352,"trawlers",2017-12-26 07:33:04,-53.8603261664852,-64.1181935145531,1
"83.7","75F red",352,"trawlers",2017-12-26 07:36:04,-53.859690855281,-64.1181433706077,1
"83.8","75F red",352,"trawlers",2017-12-26 07:39:04,-53.8590555439882,-64.1180932281815,1
"83.9","75F red",352,"trawlers",2017-12-26 07:42:04,-53.8584202326068,-64.1180430872743,1
"83.10","75F red",352,"trawlers",2017-12-26 07:45:04,-53.8577849211367,-64.117992947886,1
"83.11","75F red",352,"trawlers",2017-12-26 07:48:04,-53.857149609578,-64.1179428100166,1
"83.12","75F red",352,"trawlers",2017-12-26 07:51:04,-53.8565142979307,-64.1178926736661,1
"83.13","75F red",352,"trawlers",2017-12-26 07:54:04,-53.8558789861948,-64.1178425388342,1
"83.14","75F red",352,"trawlers",2017-12-26 07:57:04,-53.8552436743702,-64.117792405521,1
"83.15","75F red",352,"trawlers",2017-12-26 08:00:04,-53.854608362457,-64.1177422737263,1
"83.16","75F red",352,"trawlers",2017-12-26 08:03:04,-53.8539730504552,-64.1176921434502,1
"83.17","75F red",352,"trawlers",2017-12-26 08:06:04,-53.8533377383648,-64.1176420146924,1
"83.18","75F red",352,"trawlers",2017-12-26 08:09:04,-53.8527024261858,-64.1175918874529,1
"83.19","75F red",352,"trawlers",2017-12-26 08:12:04,-53.8520671139181,-64.1175417617316,1
"83.20","75F red",352,"trawlers",2017-12-26 08:15:04,-53.8514318015618,-64.1174916375285,1
"83.21","75F red",352,"trawlers",2017-12-26 08:18:04,-53.8507964891169,-64.1174415148435,1
"83.22","75F red",352,"trawlers",2017-12-26 08:21:04,-53.8501611765833,-64.1173913936764,1
"83.23","75F red",352,"trawlers",2017-12-26 08:24:04,-53.8495258639612,-64.1173412740273,1
"83.24","75F red",352,"trawlers",2017-12-26 08:27:04,-53.8488905512504,-64.117291155896,1
"83.25","75F red",352,"trawlers",2017-12-26 08:30:04,-53.8482552384511,-64.1172410392824,1
"83.26","75F red",352,"trawlers",2017-12-26 08:33:04,-53.8476199255631,-64.1171909241865,1
"83.27","75F red",352,"trawlers",2017-12-26 08:36:04,-53.8469846125865,-64.1171408106081,1
"83.28","75F red",352,"trawlers",2017-12-26 08:39:04,-53.8463492995212,-64.1170906985473,1
"83.29","75F red",352,"trawlers",2017-12-26 08:42:04,-53.8457139863674,-64.1170405880039,1
"83.30","75F red",352,"trawlers",2017-12-26 08:45:04,-53.8450786731249,-64.1169904789778,1
"83.31","75F red",352,"trawlers",2017-12-26 08:48:04,-53.8444433597939,-64.116940371469,1
"83.32","75F red",352,"trawlers",2017-12-26 08:51:04,-53.8438080463742,-64.1168902654773,1
"83.33","75F red",352,"trawlers",2017-12-26 08:54:04,-53.8431727328659,-64.1168401610027,1
"83.34","75F red",352,"trawlers",2017-12-26 08:57:04,-53.842537419269,-64.1167900580452,1
"83.35","75F red",352,"trawlers",2017-12-26 09:00:04,-53.8419021055835,-64.1167399566046,1
"83.36","75F red",352,"trawlers",2017-12-26 09:03:04,-53.8412667918094,-64.1166898566808,1
"83.37","75F red",352,"trawlers",2017-12-26 09:06:04,-53.8406314779466,-64.1166397582738,1
"83.38","75F red",352,"trawlers",2017-12-26 09:09:04,-53.8399961639953,-64.1165896613835,1
"83.39","75F red",352,"trawlers",2017-12-26 09:12:04,-53.8393608499554,-64.1165395660098,1
"83.40","75F red",352,"trawlers",2017-12-26 09:15:04,-53.8387255358268,-64.1164894721526,1
"83.41","75F red",352,"trawlers",2017-12-26 09:18:04,-53.8380902216096,-64.1164393798119,1
"83.42","75F red",352,"trawlers",2017-12-26 09:21:04,-53.8374549073039,-64.1163892889875,1
"83.43","75F red",352,"trawlers",2017-12-26 09:24:04,-53.8368195929095,-64.1163391996794,1
"83.44","75F red",352,"trawlers",2017-12-26 09:27:04,-53.8361842784265,-64.1162891118876,1
"83.45","75F red",352,"trawlers",2017-12-26 09:30:04,-53.8355489638549,-64.1162390256118,1
"83.46","75F red",352,"trawlers",2017-12-26 09:33:04,-53.8349136491948,-64.1161889408521,1
"83.47","75F red",352,"trawlers",2017-12-26 09:36:04,-53.834278334446,-64.1161388576083,1
"83.48","75F red",352,"trawlers",2017-12-26 09:39:04,-53.8336430196086,-64.1160887758804,1
"83.49","75F red",352,"trawlers",2017-12-26 09:42:04,-53.8330077046826,-64.1160386956683,1
"83.50","75F red",352,"trawlers",2017-12-26 09:45:04,-53.832372389668,-64.1159886169719,1
"83.51","75F red",352,"trawlers",2017-12-26 09:48:04,-53.8317370745648,-64.1159385397912,1
"83.52","75F red",352,"trawlers",2017-12-26 09:51:04,-53.831101759373,-64.115888464126,1
"83.53","75F red",352,"trawlers",2017-12-26 09:54:04,-53.8304664440926,-64.1158383899763,1
"83.54","75F red",352,"trawlers",2017-12-26 09:57:04,-53.8298311287236,-64.1157883173419,1
"83.55","75F red",352,"trawlers",2017-12-26 10:00:04,-53.8291958132661,-64.1157382462229,1
"83.56","75F red",352,"trawlers",2017-12-26 10:03:04,-53.8285604977199,-64.1156881766191,1
"83.57","75F red",352,"trawlers",2017-12-26 10:06:04,-53.8279251820851,-64.1156381085305,1
"83.58","75F red",352,"trawlers",2017-12-26 10:09:04,-53.8272898663617,-64.1155880419569,1
"83.59","75F red",352,"trawlers",2017-12-26 10:12:04,-53.8266545505497,-64.1155379768983,1
"83.60","75F red",352,"trawlers",2017-12-26 10:15:04,-53.8260192346492,-64.1154879133546,1
"83.61","75F red",352,"trawlers",2017-12-26 10:18:04,-53.82538391866,-64.1154378513258,1
"83.62","75F red",352,"trawlers",2017-12-26 10:21:04,-53.8247486025823,-64.1153877908116,1
"83.63","75F red",352,"trawlers",2017-12-26 10:24:04,-53.8241132864159,-64.1153377318122,1
"83.64","75F red",352,"trawlers",2017-12-26 10:27:04,-53.823477970161,-64.1152876743273,1
"83.65","75F red",352,"trawlers",2017-12-26 10:30:04,-53.8228426538174,-64.1152376183569,1
"83.66","75F red",352,"trawlers",2017-12-26 10:33:04,-53.8222073373853,-64.115187563901,1
"84","75F red",352,"trawlers",2017-12-26 10:36:04,-53.8243290641915,-64.114940894514,1
"85","75F red",352,"trawlers",2017-12-26 10:39:04,-53.8275874799537,-64.1145973025985,1
"85.1","75F red",352,"trawlers",2017-12-26 10:42:04,-53.8301344361959,-64.1117121943581,1
"85.2","75F red",352,"trawlers",2017-12-26 10:45:04,-53.8326813219632,-64.1088267360703,1
"85.3","75F red",352,"trawlers",2017-12-26 10:48:04,-53.8352281372408,-64.1059409276694,1
"85.4","75F red",352,"trawlers",2017-12-26 10:51:04,-53.837774882014,-64.10305476909,1
"86","75F red",352,"trawlers",2017-12-26 10:54:04,-53.8394928818723,-64.1010569872823,1
"86.1","75F red",352,"trawlers",2017-12-26 10:57:04,-53.8377419906794,-64.1027813902405,1
"86.2","75F red",352,"trawlers",2017-12-26 11:00:04,-53.835991074192,-64.1045056493429,1
"86.3","75F red",352,"trawlers",2017-12-26 11:03:04,-53.834240132414,-64.1062297646087,1
"86.4","75F red",352,"trawlers",2017-12-26 11:06:04,-53.8324891653488,-64.1079537360571,1
"86.5","75F red",352,"trawlers",2017-12-26 11:09:04,-53.8307381730002,-64.1096775637073,1
"86.6","75F red",352,"trawlers",2017-12-26 11:12:04,-53.8289871553718,-64.1114012475783,1
"86.7","75F red",352,"trawlers",2017-12-26 11:15:04,-53.827236112467,-64.1131247876894,1
"86.8","75F red",352,"trawlers",2017-12-26 11:18:04,-53.8254850442897,-64.1148481840598,1
"86.9","75F red",352,"trawlers",2017-12-26 11:21:04,-53.8237339508434,-64.1165714367085,1
"86.10","75F red",352,"trawlers",2017-12-26 11:24:04,-53.8219828321316,-64.1182945456548,1
"86.11","75F red",352,"trawlers",2017-12-26 11:27:04,-53.8202316881581,-64.1200175109179,1
"86.12","75F red",352,"trawlers",2017-12-26 11:30:04,-53.8184805189265,-64.1217403325168,1
"86.13","75F red",352,"trawlers",2017-12-26 11:33:04,-53.8167293244403,-64.1234630104707,1
"86.14","75F red",352,"trawlers",2017-12-26 11:36:04,-53.8149781047032,-64.1251855447987,1
"86.15","75F red",352,"trawlers",2017-12-26 11:39:04,-53.8132268597188,-64.1269079355201,1
"86.16","75F red",352,"trawlers",2017-12-26 11:42:04,-53.8114755894907,-64.1286301826539,1
"86.17","75F red",352,"trawlers",2017-12-26 11:45:04,-53.8097242940226,-64.1303522862193,1
"86.18","75F red",352,"trawlers",2017-12-26 11:48:04,-53.8079729733179,-64.1320742462354,1
"86.19","75F red",352,"trawlers",2017-12-26 11:51:04,-53.8062216273804,-64.1337960627214,1
"86.20","75F red",352,"trawlers",2017-12-26 11:54:04,-53.8044702562137,-64.1355177356964,1
"86.21","75F red",352,"trawlers",2017-12-26 11:57:04,-53.8027188598213,-64.1372392651794,1
"86.22","75F red",352,"trawlers",2017-12-26 12:00:04,-53.800967438207,-64.1389606511897,1
"86.23","75F red",352,"trawlers",2017-12-26 12:03:04,-53.7992159913742,-64.1406818937463,1
"86.24","75F red",352,"trawlers",2017-12-26 12:06:04,-53.7974645193266,-64.1424029928684,1
"86.25","75F red",352,"trawlers",2017-12-26 12:09:04,-53.7957130220677,-64.1441239485751,1
"86.26","75F red",352,"trawlers",2017-12-26 12:12:04,-53.7939614996013,-64.1458447608855,1
"86.27","75F red",352,"trawlers",2017-12-26 12:15:04,-53.792209951931,-64.1475654298186,1
"86.28","75F red",352,"trawlers",2017-12-26 12:18:04,-53.7904583790602,-64.1492859553937,1
"86.29","75F red",352,"trawlers",2017-12-26 12:21:04,-53.7887067809927,-64.1510063376298,1
"86.30","75F red",352,"trawlers",2017-12-26 12:24:04,-53.786955157732,-64.152726576546,1
"86.31","75F red",352,"trawlers",2017-12-26 12:27:04,-53.7852035092817,-64.1544466721614,1
"86.32","75F red",352,"trawlers",2017-12-26 12:30:04,-53.7834518356455,-64.1561666244951,1
"86.33","75F red",352,"trawlers",2017-12-26 12:33:04,-53.781700136827,-64.1578864335662,1
"86.34","75F red",352,"trawlers",2017-12-26 12:36:04,-53.7799484128296,-64.1596060993938,1
"86.35","75F red",352,"trawlers",2017-12-26 12:39:04,-53.7781966636572,-64.1613256219969,1
"86.36","75F red",352,"trawlers",2017-12-26 12:42:04,-53.7764448893131,-64.1630450013947,1
"86.37","75F red",352,"trawlers",2017-12-26 12:45:04,-53.7746930898011,-64.1647642376063,1
"86.38","75F red",352,"trawlers",2017-12-26 12:48:04,-53.7729412651248,-64.1664833306506,1
"86.39","75F red",352,"trawlers",2017-12-26 12:51:04,-53.7711894152877,-64.1682022805469,1
"86.40","75F red",352,"trawlers",2017-12-26 12:54:04,-53.7694375402935,-64.1699210873141,1
"86.41","75F red",352,"trawlers",2017-12-26 12:57:04,-53.7676856401457,-64.1716397509713,1
"86.42","75F red",352,"trawlers",2017-12-26 13:00:04,-53.7659337148479,-64.1733582715376,1
"86.43","75F red",352,"trawlers",2017-12-26 13:03:04,-53.7641817644038,-64.175076649032,1
"86.44","75F red",352,"trawlers",2017-12-26 13:06:04,-53.7624297888169,-64.1767948834737,1
