"","Bird","SubTraj","vessel_class","DateTime","Latitude","Longitude","fishing"
"184.25","75F red",353,"trawlers",2017-12-26 08:27:29,-53.8348940663726,-64.1601781250666,1
"184.26","75F red",353,"trawlers",2017-12-26 08:30:29,-53.8348355119854,-64.1599023352391,1
"184.27","75F red",353,"trawlers",2017-12-26 08:33:29,-53.8347769569637,-64.159626546181,1
"184.28","75F red",353,"trawlers",2017-12-26 08:36:29,-53.8347184013074,-64.1593507578922,1
"184.29","75F red",353,"trawlers",2017-12-26 08:39:29,-53.8346598450168,-64.1590749703729,1
"184.30","75F red",353,"trawlers",2017-12-26 08:42:29,-53.8346012880916,-64.1587991836229,1
"184.31","75F red",353,"trawlers",2017-12-26 08:45:29,-53.8345427305319,-64.1585233976423,1
"184.32","75F red",353,"trawlers",2017-12-26 08:48:29,-53.8344841723378,-64.1582476124311,1
"184.33","75F red",353,"trawlers",2017-12-26 08:51:29,-53.8344256135092,-64.1579718279893,1
"184.34","75F red",353,"trawlers",2017-12-26 08:54:29,-53.8343670540461,-64.1576960443169,1
"184.35","75F red",353,"trawlers",2017-12-26 08:57:29,-53.8343084939486,-64.157420261414,1
"184.36","75F red",353,"trawlers",2017-12-26 09:00:29,-53.8342499332166,-64.1571444792804,1
"184.37","75F red",353,"trawlers",2017-12-26 09:03:29,-53.8341913718501,-64.1568686979163,1
"184.38","75F red",353,"trawlers",2017-12-26 09:06:29,-53.8341328098492,-64.1565929173216,1
"184.39","75F red",353,"trawlers",2017-12-26 09:09:29,-53.8340742472138,-64.1563171374963,1
"184.40","75F red",353,"trawlers",2017-12-26 09:12:29,-53.8340156839439,-64.1560413584404,1
"184.41","75F red",353,"trawlers",2017-12-26 09:15:29,-53.8339571200396,-64.155765580154,1
"184.42","75F red",353,"trawlers",2017-12-26 09:18:29,-53.8338985555009,-64.155489802637,1
"184.43","75F red",353,"trawlers",2017-12-26 09:21:29,-53.8338399903277,-64.1552140258895,1
"184.44","75F red",353,"trawlers",2017-12-26 09:24:29,-53.8337814245201,-64.1549382499114,1
"184.45","75F red",353,"trawlers",2017-12-26 09:27:29,-53.8337228580781,-64.1546624747028,1
"184.46","75F red",353,"trawlers",2017-12-26 09:30:29,-53.8336642910016,-64.1543867002637,1
"184.47","75F red",353,"trawlers",2017-12-26 09:33:29,-53.8336057232907,-64.154110926594,1
"184.48","75F red",353,"trawlers",2017-12-26 09:36:29,-53.8335471549454,-64.1538351536937,1
"184.49","75F red",353,"trawlers",2017-12-26 09:39:29,-53.8334885859656,-64.153559381563,1
"184.50","75F red",353,"trawlers",2017-12-26 09:42:29,-53.8334300163514,-64.1532836102017,1
"184.51","75F red",353,"trawlers",2017-12-26 09:45:29,-53.8333714461028,-64.1530078396099,1
"184.52","75F red",353,"trawlers",2017-12-26 09:48:29,-53.8333128752198,-64.1527320697876,1
"184.53","75F red",353,"trawlers",2017-12-26 09:51:29,-53.8332543037024,-64.1524563007348,1
"184.54","75F red",353,"trawlers",2017-12-26 09:54:29,-53.8331957315505,-64.1521805324515,1
"184.55","75F red",353,"trawlers",2017-12-26 09:57:29,-53.8331371587643,-64.1519047649377,1
"184.56","75F red",353,"trawlers",2017-12-26 10:00:29,-53.8330785853436,-64.1516289981933,1
"184.57","75F red",353,"trawlers",2017-12-26 10:03:29,-53.8330200112886,-64.1513532322186,1
"184.58","75F red",353,"trawlers",2017-12-26 10:06:29,-53.8329614365991,-64.1510774670133,1
"184.59","75F red",353,"trawlers",2017-12-26 10:09:29,-53.8329028612753,-64.1508017025775,1
"184.60","75F red",353,"trawlers",2017-12-26 10:12:29,-53.8328442853171,-64.1505259389112,1
"184.61","75F red",353,"trawlers",2017-12-26 10:15:29,-53.8327857087245,-64.1502501760145,1
"184.62","75F red",353,"trawlers",2017-12-26 10:18:29,-53.8327271314975,-64.1499744138873,1
"184.63","75F red",353,"trawlers",2017-12-26 10:21:29,-53.8326685536361,-64.1496986525297,1
"184.64","75F red",353,"trawlers",2017-12-26 10:24:29,-53.8326099751404,-64.1494228919416,1
"184.65","75F red",353,"trawlers",2017-12-26 10:27:29,-53.8325513960102,-64.149147132123,1
"184.66","75F red",353,"trawlers",2017-12-26 10:30:29,-53.8324928162457,-64.148871373074,1
"185","75F red",353,"trawlers",2017-12-26 10:33:29,-53.83242667,-64.14856,1
"186","75F red",353,"trawlers",2017-12-26 10:36:29,-53.8325165862604,-64.1491430253368,1
"186.1","75F red",353,"trawlers",2017-12-26 10:39:29,-53.8296788837805,-64.1497876410014,1
"186.2","75F red",353,"trawlers",2017-12-26 10:42:29,-53.826841176487,-64.1504321695385,1
"186.3","75F red",353,"trawlers",2017-12-26 10:45:29,-53.8240034643806,-64.1510766109691,1
"186.4","75F red",353,"trawlers",2017-12-26 10:48:29,-53.8211657474622,-64.1517209653137,1
"186.5","75F red",353,"trawlers",2017-12-26 10:51:29,-53.8183280257325,-64.1523652325931,1
"187","75F red",353,"trawlers",2017-12-26 10:54:29,-53.8168004539711,-64.1532766770001,1
"187.1","75F red",353,"trawlers",2017-12-26 10:57:29,-53.8167656962701,-64.1544945619511,1
"187.2","75F red",353,"trawlers",2017-12-26 11:00:29,-53.8167309262044,-64.1557124448863,1
"187.3","75F red",353,"trawlers",2017-12-26 11:03:29,-53.8166961437741,-64.156930325805,1
"187.4","75F red",353,"trawlers",2017-12-26 11:06:29,-53.8166613489791,-64.1581482047065,1
"187.5","75F red",353,"trawlers",2017-12-26 11:09:29,-53.8166265418195,-64.1593660815901,1
"187.6","75F red",353,"trawlers",2017-12-26 11:12:29,-53.8165917222953,-64.160583956455,1
"187.7","75F red",353,"trawlers",2017-12-26 11:15:29,-53.8165568904066,-64.1618018293006,1
"187.8","75F red",353,"trawlers",2017-12-26 11:18:29,-53.8165220461533,-64.1630197001262,1
"187.9","75F red",353,"trawlers",2017-12-26 11:21:29,-53.8164871895356,-64.164237568931,1
"187.10","75F red",353,"trawlers",2017-12-26 11:24:29,-53.8164523205535,-64.1654554357143,1
"187.11","75F red",353,"trawlers",2017-12-26 11:27:29,-53.816417439207,-64.1666733004755,1
"187.12","75F red",353,"trawlers",2017-12-26 11:30:29,-53.8163825454961,-64.1678911632137,1
"187.13","75F red",353,"trawlers",2017-12-26 11:33:29,-53.8163476394209,-64.1691090239284,1
"187.14","75F red",353,"trawlers",2017-12-26 11:36:29,-53.8163127209814,-64.1703268826187,1
"187.15","75F red",353,"trawlers",2017-12-26 11:39:29,-53.8162777901776,-64.171544739284,1
"187.16","75F red",353,"trawlers",2017-12-26 11:42:29,-53.8162428470096,-64.1727625939236,1
"187.17","75F red",353,"trawlers",2017-12-26 11:45:29,-53.8162078914775,-64.1739804465367,1
"187.18","75F red",353,"trawlers",2017-12-26 11:48:29,-53.8161729235812,-64.1751982971227,1
"187.19","75F red",353,"trawlers",2017-12-26 11:51:29,-53.8161379433208,-64.1764161456808,1
"187.20","75F red",353,"trawlers",2017-12-26 11:54:29,-53.8161029506963,-64.1776339922103,1
"187.21","75F red",353,"trawlers",2017-12-26 11:57:29,-53.8160679457078,-64.1788518367105,1
"187.22","75F red",353,"trawlers",2017-12-26 12:00:29,-53.8160329283553,-64.1800696791807,1
"187.23","75F red",353,"trawlers",2017-12-26 12:03:29,-53.8159978986388,-64.1812875196202,1
"187.24","75F red",353,"trawlers",2017-12-26 12:06:29,-53.8159628565584,-64.1825053580283,1
"187.25","75F red",353,"trawlers",2017-12-26 12:09:29,-53.8159278021141,-64.1837231944043,1
"187.26","75F red",353,"trawlers",2017-12-26 12:12:29,-53.815892735306,-64.1849410287474,1
"187.27","75F red",353,"trawlers",2017-12-26 12:15:29,-53.815857656134,-64.1861588610569,1
"187.28","75F red",353,"trawlers",2017-12-26 12:18:29,-53.8158225645982,-64.1873766913322,1
"187.29","75F red",353,"trawlers",2017-12-26 12:21:29,-53.8157874606988,-64.1885945195725,1
"187.30","75F red",353,"trawlers",2017-12-26 12:24:29,-53.8157523444356,-64.1898123457771,1
"187.31","75F red",353,"trawlers",2017-12-26 12:27:29,-53.8157172158087,-64.1910301699453,1
"187.32","75F red",353,"trawlers",2017-12-26 12:30:29,-53.8156820748182,-64.1922479920764,1
"187.33","75F red",353,"trawlers",2017-12-26 12:33:29,-53.8156469214641,-64.1934658121697,1
"187.34","75F red",353,"trawlers",2017-12-26 12:36:29,-53.8156117557464,-64.1946836302244,1
"187.35","75F red",353,"trawlers",2017-12-26 12:39:29,-53.8155765776652,-64.1959014462399,1
"187.36","75F red",353,"trawlers",2017-12-26 12:42:29,-53.8155413872205,-64.1971192602154,1
"187.37","75F red",353,"trawlers",2017-12-26 12:45:29,-53.8155061844124,-64.1983370721503,1
"187.38","75F red",353,"trawlers",2017-12-26 12:48:29,-53.8154709692408,-64.1995548820438,1
"187.39","75F red",353,"trawlers",2017-12-26 12:51:29,-53.8154357417059,-64.2007726898952,1
"187.40","75F red",353,"trawlers",2017-12-26 12:54:29,-53.8154005018076,-64.2019904957039,1
"187.41","75F red",353,"trawlers",2017-12-26 12:57:29,-53.815365249546,-64.203208299469,1
"187.42","75F red",353,"trawlers",2017-12-26 13:00:29,-53.8153299849211,-64.2044261011899,1
"187.43","75F red",353,"trawlers",2017-12-26 13:03:29,-53.815294707933,-64.2056439008658,1
"187.44","75F red",353,"trawlers",2017-12-26 13:06:29,-53.8152594185817,-64.2068616984961,1
"187.45","75F red",353,"trawlers",2017-12-26 13:09:29,-53.8152241168672,-64.2080794940801,1
"187.46","75F red",353,"trawlers",2017-12-26 13:12:29,-53.8151888027897,-64.209297287617,1
"187.47","75F red",353,"trawlers",2017-12-26 13:15:29,-53.815153476349,-64.2105150791061,1
"187.48","75F red",353,"trawlers",2017-12-26 13:18:29,-53.8151181375452,-64.2117328685468,1
"187.49","75F red",353,"trawlers",2017-12-26 13:21:29,-53.8150827863785,-64.2129506559383,1
"187.50","75F red",353,"trawlers",2017-12-26 13:24:29,-53.8150474228488,-64.2141684412798,1
"187.51","75F red",353,"trawlers",2017-12-26 13:27:29,-53.8150120469561,-64.2153862245708,1
"187.52","75F red",353,"trawlers",2017-12-26 13:30:29,-53.8149766587005,-64.2166040058104,1
"187.53","75F red",353,"trawlers",2017-12-26 13:33:29,-53.8149412580821,-64.2178217849979,1
"187.54","75F red",353,"trawlers",2017-12-26 13:36:29,-53.8149058451008,-64.2190395621328,1
"187.55","75F red",353,"trawlers",2017-12-26 13:39:29,-53.8148704197567,-64.2202573372142,1
"187.56","75F red",353,"trawlers",2017-12-26 13:42:29,-53.8148349820499,-64.2214751102414,1
"187.57","75F red",353,"trawlers",2017-12-26 13:45:29,-53.8147995319803,-64.2226928812137,1
"187.58","75F red",353,"trawlers",2017-12-26 13:48:29,-53.814764069548,-64.2239106501304,1
"187.59","75F red",353,"trawlers",2017-12-26 13:51:29,-53.8147285947531,-64.2251284169909,1
"187.60","75F red",353,"trawlers",2017-12-26 13:54:29,-53.8146931075956,-64.2263461817943,1
"187.61","75F red",353,"trawlers",2017-12-26 13:57:29,-53.8146576080755,-64.22756394454,1
"187.62","75F red",353,"trawlers",2017-12-26 14:00:29,-53.8146220961929,-64.2287817052273,1
"187.63","75F red",353,"trawlers",2017-12-26 14:03:29,-53.8145865719478,-64.2299994638554,1
"187.64","75F red",353,"trawlers",2017-12-26 14:06:29,-53.8145510353402,-64.2312172204237,1
"187.65","75F red",353,"trawlers",2017-12-26 14:09:29,-53.8145154863701,-64.2324349749314,1
"187.66","75F red",353,"trawlers",2017-12-26 14:12:29,-53.8144799250377,-64.2336527273778,1
"187.67","75F red",353,"trawlers",2017-12-26 14:15:29,-53.8144443513429,-64.2348704777623,1
"187.68","75F red",353,"trawlers",2017-12-26 14:18:29,-53.8144087652858,-64.236088226084,1
"187.69","75F red",353,"trawlers",2017-12-26 14:21:29,-53.8143731668664,-64.2373059723424,1
"187.70","75F red",353,"trawlers",2017-12-26 14:24:29,-53.8143375560848,-64.2385237165366,1
"187.71","75F red",353,"trawlers",2017-12-26 14:27:29,-53.814301932941,-64.2397414586661,1
"187.72","75F red",353,"trawlers",2017-12-26 14:30:29,-53.814266297435,-64.2409591987299,1
"187.73","75F red",353,"trawlers",2017-12-26 14:33:29,-53.8142306495668,-64.2421769367276,1
"187.74","75F red",353,"trawlers",2017-12-26 14:36:29,-53.8141949893366,-64.2433946726583,1
"187.75","75F red",353,"trawlers",2017-12-26 14:39:29,-53.8141593167443,-64.2446124065213,1
"187.76","75F red",353,"trawlers",2017-12-26 14:42:29,-53.8141236317899,-64.2458301383159,1
"187.77","75F red",353,"trawlers",2017-12-26 14:45:29,-53.8140879344736,-64.2470478680414,1
"190","75F red",353,"trawlers",2017-12-26 14:48:29,-53.8145670994558,-64.2498413276266,1
"193","75F red",353,"trawlers",2017-12-26 14:51:29,-53.8162984667442,-64.2522458091252,1
"196","75F red",353,"trawlers",2017-12-26 14:54:29,-53.8182535096072,-64.2521415198404,1
"198","75F red",353,"trawlers",2017-12-26 14:57:29,-53.8204175602022,-64.2518039610873,1
"199","75F red",353,"trawlers",2017-12-26 15:00:29,-53.8200750097806,-64.2542556202371,1
"199.1","75F red",353,"trawlers",2017-12-26 15:03:29,-53.815909520446,-64.2588333162077,1
"199.2","75F red",353,"trawlers",2017-12-26 15:06:29,-53.8117438535469,-64.2634101044098,1
"199.3","75F red",353,"trawlers",2017-12-26 15:09:29,-53.8075780091442,-64.2679859851234,1
"200","75F red",353,"trawlers",2017-12-26 15:12:29,-53.8031194022848,-64.2724105999307,1
"202","75F red",353,"trawlers",2017-12-26 15:15:29,-53.7945169853791,-64.2744794838918,1
"204","75F red",353,"trawlers",2017-12-26 15:18:29,-53.7850603864934,-64.2760947153961,1
"206","75F red",353,"trawlers",2017-12-26 15:21:29,-53.7759066273839,-64.2772333402785,1
"209","75F red",353,"trawlers",2017-12-26 15:24:29,-53.7666969404102,-64.2785943262459,1
"211","75F red",353,"trawlers",2017-12-26 15:27:29,-53.7575778515344,-64.279937963075,1
"212","75F red",353,"trawlers",2017-12-26 15:30:29,-53.7516251479534,-64.2807202946767,1
"212.1","75F red",353,"trawlers",2017-12-26 15:33:29,-53.7508849483791,-64.2806883023423,1
"212.2","75F red",353,"trawlers",2017-12-26 15:36:29,-53.7501447487043,-64.2806563111327,1
"212.3","75F red",353,"trawlers",2017-12-26 15:39:29,-53.749404548929,-64.2806243210477,1
"212.4","75F red",353,"trawlers",2017-12-26 15:42:29,-53.7486643490531,-64.2805923320872,1
"215","75F red",353,"trawlers",2017-12-26 15:45:29,-53.7518045790659,-64.2805793411875,1
"215.1","75F red",353,"trawlers",2017-12-26 15:48:29,-53.7555111478665,-64.2805099035745,1
"215.2","75F red",353,"trawlers",2017-12-26 15:51:29,-53.7592177143205,-64.2804404537339,1
"215.3","75F red",353,"trawlers",2017-12-26 15:54:29,-53.7629242784282,-64.2803709916621,1
"215.4","75F red",353,"trawlers",2017-12-26 15:57:29,-53.7666308401895,-64.2803015173551,1
"215.5","75F red",353,"trawlers",2017-12-26 16:00:29,-53.7703373996046,-64.2802320308093,1
"215.6","75F red",353,"trawlers",2017-12-26 16:03:29,-53.7740439566735,-64.2801625320206,1
"215.7","75F red",353,"trawlers",2017-12-26 16:06:29,-53.7777505113964,-64.2800930209854,1
"216","75F red",353,"trawlers",2017-12-26 16:09:29,-53.78148544488,-64.2801378905104,1
"217","75F red",353,"trawlers",2017-12-26 16:12:29,-53.785275211081,-64.2803243791813,1
"219","75F red",353,"trawlers",2017-12-26 16:15:29,-53.7890982936721,-64.2803363904558,1
"219.1","75F red",353,"trawlers",2017-12-26 16:18:29,-53.7928989229556,-64.2803238862482,1
"221","75F red",353,"trawlers",2017-12-26 16:21:29,-53.7966302807516,-64.2804333535942,1
"223","75F red",353,"trawlers",2017-12-26 16:24:29,-53.7999883928033,-64.2824650969583,1
"227","75F red",353,"trawlers",2017-12-26 16:27:29,-53.8026795582102,-64.2876989266662,1
"230","75F red",353,"trawlers",2017-12-26 16:30:29,-53.8032745290522,-64.2940104291632,1
"232","75F red",353,"trawlers",2017-12-26 16:33:29,-53.8009746158224,-64.2983240170857,1
"232.1","75F red",353,"trawlers",2017-12-26 16:36:29,-53.7980523601441,-64.2996003592588,1
"232.2","75F red",353,"trawlers",2017-12-26 16:39:29,-53.795130089452,-64.3008765239856,1
"232.3","75F red",353,"trawlers",2017-12-26 16:42:29,-53.7922078037493,-64.3021525113086,1
"232.4","75F red",353,"trawlers",2017-12-26 16:45:29,-53.7892855030394,-64.3034283212708,1
"232.5","75F red",353,"trawlers",2017-12-26 16:48:29,-53.7863631873255,-64.3047039539149,1
"232.6","75F red",353,"trawlers",2017-12-26 16:51:29,-53.7834408566108,-64.3059794092836,1
"232.7","75F red",353,"trawlers",2017-12-26 16:54:29,-53.7805185108987,-64.3072546874197,1
"232.8","75F red",353,"trawlers",2017-12-26 16:57:29,-53.7775961501923,-64.308529788366,1
"232.9","75F red",353,"trawlers",2017-12-26 17:00:29,-53.7746737744951,-64.3098047121651,1
"232.10","75F red",353,"trawlers",2017-12-26 17:03:29,-53.7717513838101,-64.3110794588598,1
"232.11","75F red",353,"trawlers",2017-12-26 17:06:29,-53.7688289781408,-64.3123540284927,1
"232.12","75F red",353,"trawlers",2017-12-26 17:09:29,-53.7659065574903,-64.3136284211067,1
"232.13","75F red",353,"trawlers",2017-12-26 17:12:29,-53.762984121862,-64.3149026367442,1
"232.14","75F red",353,"trawlers",2017-12-26 17:15:29,-53.760061671259,-64.316176675448,1
"232.15","75F red",353,"trawlers",2017-12-26 17:18:29,-53.7571392056846,-64.3174505372607,1
"232.16","75F red",353,"trawlers",2017-12-26 17:21:29,-53.7542167251421,-64.3187242222249,1
"232.17","75F red",353,"trawlers",2017-12-26 17:24:29,-53.7512942296348,-64.3199977303833,1
"232.18","75F red",353,"trawlers",2017-12-26 17:27:29,-53.7483717191659,-64.3212710617785,1
"232.19","75F red",353,"trawlers",2017-12-26 17:30:29,-53.7454491937387,-64.3225442164531,1
"232.20","75F red",353,"trawlers",2017-12-26 17:33:29,-53.7425266533564,-64.3238171944495,1
"232.21","75F red",353,"trawlers",2017-12-26 17:36:29,-53.7396040980222,-64.3250899958105,1
"232.22","75F red",353,"trawlers",2017-12-26 17:39:29,-53.7366815277395,-64.3263626205785,1
"232.23","75F red",353,"trawlers",2017-12-26 17:42:29,-53.7337589425115,-64.3276350687961,1
"232.24","75F red",353,"trawlers",2017-12-26 17:45:29,-53.7308363423413,-64.3289073405058,1
"232.25","75F red",353,"trawlers",2017-12-26 17:48:29,-53.7279137272324,-64.3301794357502,1
"232.26","75F red",353,"trawlers",2017-12-26 17:51:29,-53.7249910971878,-64.3314513545716,1
"232.27","75F red",353,"trawlers",2017-12-26 17:54:29,-53.722068452211,-64.3327230970127,1
"233","75F red",353,"trawlers",2017-12-26 17:57:29,-53.7198321795572,-64.3339072390945,1
"235","75F red",353,"trawlers",2017-12-26 18:00:29,-53.7235968806075,-64.333943796339,1
"238","75F red",353,"trawlers",2017-12-26 18:03:29,-53.7272982266564,-64.333468227531,1
"238.1","75F red",353,"trawlers",2017-12-26 18:06:29,-53.7307975148902,-64.3313450750104,1
"238.2","75F red",353,"trawlers",2017-12-26 18:09:29,-53.7342967634481,-64.3292215698485,1
"238.3","75F red",353,"trawlers",2017-12-26 18:12:29,-53.7377959723193,-64.3270977119455,1
"238.4","75F red",353,"trawlers",2017-12-26 18:15:29,-53.7412951414928,-64.3249735012014,1
"238.5","75F red",353,"trawlers",2017-12-26 18:18:29,-53.7447942709577,-64.3228489375163,1
"238.6","75F red",353,"trawlers",2017-12-26 18:21:29,-53.7482933607031,-64.3207240207902,1
"238.7","75F red",353,"trawlers",2017-12-26 18:24:29,-53.751792410718,-64.318598750923,1
"238.8","75F red",353,"trawlers",2017-12-26 18:27:29,-53.7552914209915,-64.3164731278149,1
"238.9","75F red",353,"trawlers",2017-12-26 18:30:29,-53.7587903915128,-64.3143471513655,1
"241","75F red",353,"trawlers",2017-12-26 18:33:29,-53.7621702211424,-64.3107290721223,1
"243","75F red",353,"trawlers",2017-12-26 18:36:29,-53.7653844567379,-64.3066712426381,1
